name_auction	link	serial_number	hours_used	sold_price	sold_date	country
2001 HAULOTTE H18SDX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824799&LP=MAT	CD101221		6.000	28-2-2014 8:56:00	Netherlands
2001 HAULOTTE H18SDX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101919&LP=MAT	CD101940		5.500	4-7-2014 7:57:00	Netherlands
2000 HAULOTTE H18SDX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824801&LP=MAT	CD100832		6.000	28-2-2014 8:56:00	Netherlands
2001 HAULOTTE H20PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10099953&LP=MAT	AD102244		8.000	4-7-2014 7:09:00	Netherlands
2002 HAULOTTE H21TX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307795&LP=MAT	TD101040		7.500	13-6-2013 6:34:00	Netherlands
2001 HAULOTTE H21TX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307801&LP=MAT	TD100453		7.000	13-6-2013 6:34:00	Netherlands
2001 HAULOTTE H21TX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10099939&LP=MAT	TD100742	5.020	6.500	4-7-2014 7:09:00	Netherlands
2001 HAULOTTE H21TX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512779&LP=MAT	TD100605	4.651	5.500	30-9-2013 9:27:00	Netherlands
2001 HAULOTTE H21TX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123639&LP=MAT	TD100624	5.226	5.000	21-3-2013 8:31:00	Netherlands
2000 HAULOTTE H21TX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822751&LP=MAT	TD100313		5.500	28-2-2014 7:48:00	Netherlands
2000 HAULOTTE H21TX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512787&LP=MAT	TD100267	5.742	5.500	30-9-2013 9:27:00	Netherlands
HAULOTTE H21TX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307803&LP=MAT	21021		7.000	13-6-2013 6:34:00	Netherlands
HAULOTTE H21TX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822749&LP=MAT	TD100347		6.500	28-2-2014 7:48:00	Netherlands
2001 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822747&LP=MAT	TD100573	5.245	8.000	28-2-2014 7:48:00	Netherlands
2001 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512771&LP=MAT	TD100618	4.899	8.000	30-9-2013 9:27:00	Netherlands
2001 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822737&LP=MAT	TD100434		7.500	28-2-2014 7:46:00	Netherlands
2001 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123619&LP=MAT	TD100868	4.929	7.500	21-3-2013 8:27:00	Netherlands
2001 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123623&LP=MAT	TD100757	4.035	7.500	21-3-2013 8:27:00	Netherlands
2001 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822745&LP=MAT	TD100738	7.762	7.000	28-2-2014 7:48:00	Netherlands
2001 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822727&LP=MAT	TD100492	5.840	7.000	28-2-2014 7:46:00	Netherlands
2001 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10099831&LP=MAT	TD100562		7.000	4-7-2014 7:08:00	Netherlands
2001 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10099837&LP=MAT	TD100491		7.000	4-7-2014 7:08:00	Netherlands
2001 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307783&LP=MAT	TD100523	5.450	6.000	13-6-2013 6:34:00	Netherlands
2001 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9517671&LP=MAT	TD100523	5.450	4.500	2-10-2013 4:59:00	Netherlands
2000 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10099933&LP=MAT	23015		9.000	4-7-2014 7:09:00	Netherlands
2000 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10099935&LP=MAT	TD100374		7.000	4-7-2014 7:09:00	Netherlands
2000 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307789&LP=MAT	TD100376	5.260	7.000	13-6-2013 6:34:00	Netherlands
2000 HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512777&LP=MAT	TD100304		5.000	30-9-2013 9:27:00	Netherlands
HAULOTTE H23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307791&LP=MAT	TD100381	5.454	6.500	13-6-2013 6:34:00	Netherlands
2000 HAULOTTE H25TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512765&LP=MAT	TD100247	4.547	8.000	30-9-2013 9:27:00	Netherlands
2000 HAULOTTE H25TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822711&LP=MAT	TD100251	5.204	7.500	28-2-2014 7:46:00	Netherlands
1999 HAULOTTE H25TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307773&LP=MAT	99028210256		8.000	13-6-2013 6:34:00	Netherlands
1999 HAULOTTE H25TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307775&LP=MAT	99028120281	7.718	7.500	13-6-2013 6:34:00	Netherlands
1999 HAULOTTE H25TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10099823&LP=MAT	99029271786	6.793	7.000	4-7-2014 7:08:00	Netherlands
2002 HAULOTTE H155DX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512755&LP=MAT	CD104032	2.618	3.000	30-9-2013 3:57:00	Netherlands
2001 HAULOTTE H155DX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824501&LP=MAT		2.591	5.000	28-2-2014 9:54:00	Netherlands
2001 HAULOTTE H155DX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512761&LP=MAT	CD100988	2.813	3.000	30-9-2013 3:58:00	Netherlands
2000 HAULOTTE H800E	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307715&LP=MAT			4.000	13-6-2013 6:22:00	Netherlands
2000 HAULOTTE H800E	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10102541&LP=MAT	CE100409		1.500	4-7-2014 8:20:00	Netherlands
2000 HAULOTTE H800E	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124299&LP=MAT	CE100167		1.500	21-3-2013 8:49:00	Netherlands
2000 HAULOTTE H1200D	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824807&LP=MAT	48023	2.762	3.000	28-2-2014 9:26:00	Netherlands
2001 HAULOTTE HA12I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824625&LP=MAT	AE100316	773	4.000	28-2-2014 8:42:00	Netherlands
2001 HAULOTTE HA12I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824621&LP=MAT	AE100351	420	3.500	28-2-2014 8:42:00	Netherlands
2000 HAULOTTE HA12I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514117&LP=MAT	AE100081	1.627	4.250	30-9-2013 9:36:00	Netherlands
2000 HAULOTTE HA12I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101665&LP=MAT	12836	479	4.000	4-7-2014 7:31:00	Netherlands
1999 HAULOTTE HA12I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101667&LP=MAT	9912434399		4.250	4-7-2014 7:31:00	Netherlands
1999 HAULOTTE HA12I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514129&LP=MAT	99125133684	1.751	3.250	30-9-2013 9:36:00	Netherlands
1998 HAULOTTE HA12I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307959&LP=MAT	8912428157	204	3.000	13-6-2013 7:27:00	Netherlands
HAULOTTE HA12I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123857&LP=MAT	AE100353		3.250	21-3-2013 8:35:00	Netherlands
2005 HAULOTTE HA12IP	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307955&LP=MAT	AE103314		9.000	13-6-2013 7:27:00	Netherlands
2002 HAULOTTE HA12IP	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307957&LP=MAT	AE101101		7.500	13-6-2013 7:27:00	Netherlands
2003 HAULOTTE HA12PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10099985&LP=MAT	AD107548		5.500	4-7-2014 7:17:00	Netherlands
2000 HAULOTTE HA15I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514109&LP=MAT	15757	500	4.250	30-9-2013 9:36:00	Netherlands
1999 HAULOTTE HA15I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101661&LP=MAT	9915435084		4.500	4-7-2014 7:31:00	Netherlands
1999 HAULOTTE HA15I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514113&LP=MAT	99156208111	2.226	4.000	30-9-2013 9:36:00	Netherlands
1999 HAULOTTE HA15I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307945&LP=MAT	99156207505	2.000	3.750	13-6-2013 7:27:00	Netherlands
1999 HAULOTTE HA15I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101633&LP=MAT	9915558702		3.000	4-7-2014 7:28:00	Netherlands
1999 HAULOTTE HA15I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307943&LP=MAT	99155153652		2.000	13-6-2013 7:27:00	Netherlands
1998 HAULOTTE HA15I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307949&LP=MAT	8915301417	1.249	4.250	13-6-2013 7:27:00	Netherlands
1997 HAULOTTE HA15I	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307951&LP=MAT	7915240885	1.908	2.000	13-6-2013 7:27:00	Netherlands
2006 HAULOTTE HA15IP	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514071&LP=MAT	AE103681		4.000	30-9-2013 9:36:00	Netherlands
1999 HAULOTTE HA16DX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123741&LP=MAT	9907212501		4.000	21-3-2013 8:35:00	Netherlands
1998 HAULOTTE HA16DX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512927&LP=MAT	8906947568	232	4.500	30-9-2013 9:33:00	Netherlands
1997 HAULOTTE HA16DX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512929&LP=MAT	7906731980	6.395	4.500	30-9-2013 9:33:00	Netherlands
2001 HAULOTTE HA16PE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307891&LP=MAT	AD103043	2.665	7.000	13-6-2013 7:26:00	Netherlands
2001 HAULOTTE HA16PE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123737&LP=MAT	AD103616	322	7.000	21-3-2013 8:31:00	Netherlands
2001 HAULOTTE HA16PE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123739&LP=MAT	AD103316	4.056	6.000	21-3-2013 8:31:00	Netherlands
2001 HAULOTTE HA16PE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514055&LP=MAT	AD103199	2.981	5.500	30-9-2013 9:36:00	Netherlands
2002 HAULOTTE HA16PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822869&LP=MAT	AD104376	4.740	8.000	28-2-2014 8:19:00	Netherlands
2002 HAULOTTE HA16PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307883&LP=MAT	AD104351	4.462	8.000	13-6-2013 7:26:00	Netherlands
2002 HAULOTTE HA16PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512917&LP=MAT	AD104308	4.225	7.000	30-9-2013 9:29:00	Netherlands
2002 HAULOTTE HA16PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512923&LP=MAT	AD104341	4.665	6.500	30-9-2013 9:29:00	Netherlands
2001 HAULOTTE HA16PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822929&LP=MAT	AD101575	4.253	8.000	28-2-2014 8:19:00	Netherlands
2001 HAULOTTE HA16PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822933&LP=MAT	AD101787	4.596	7.000	28-2-2014 8:19:00	Netherlands
2000 HAULOTTE HA16PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822955&LP=MAT	AD101150	747	7.000	28-2-2014 8:19:00	Netherlands
2000 HAULOTTE HA16PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822937&LP=MAT	AD1010070	4.790	6.500	28-2-2014 8:19:00	Netherlands
2000 HAULOTTE HA16PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822947&LP=MAT	60070	6.093	6.500	28-2-2014 8:19:00	Netherlands
2003 HAULOTTE HA16PXNT	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9308367&LP=MAT	AD106356	3.755	8.000	13-6-2013 7:24:00	Netherlands
2002 HAULOTTE HA16PXNT	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101907&LP=MAT	AD104498		4.500	4-7-2014 7:57:00	Netherlands
2000 HAULOTTE HA16X	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512925&LP=MAT	AD101093	3.766	6.500	30-9-2013 9:33:00	Netherlands
2001 HAULOTTE HA18PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10099965&LP=MAT	AD101604	2.710	7.500	4-7-2014 7:09:00	Netherlands
2001 HAULOTTE HA18PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512881&LP=MAT	AD102321	3.233	7.500	30-9-2013 9:29:00	Netherlands
2001 HAULOTTE HA18PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512883&LP=MAT	AD101820		7.500	30-9-2013 9:29:00	Netherlands
2000 HAULOTTE HA18PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123679&LP=MAT	AD101057	4.921	8.000	21-3-2013 8:31:00	Netherlands
2000 HAULOTTE HA18PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10099967&LP=MAT	AD101069	2.404	7.500	4-7-2014 7:09:00	Netherlands
2000 HAULOTTE HA18PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512889&LP=MAT	208854	4.263	7.500	30-9-2013 9:29:00	Netherlands
2000 HAULOTTE HA18PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512893&LP=MAT	AD101231	3.441	7.500	30-9-2013 9:29:00	Netherlands
2000 HAULOTTE HA18PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822865&LP=MAT	AD100177	4.712	7.000	28-2-2014 8:19:00	Netherlands
2000 HAULOTTE HA18PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9308357&LP=MAT	AD101237		5.500	13-6-2013 7:24:00	Netherlands
2000 HAULOTTE HA18PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512895&LP=MAT	AD101373		5.000	30-9-2013 9:29:00	Netherlands
1999 HAULOTTE HA18PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123683&LP=MAT	99650119001	5.916	6.000	21-3-2013 8:31:00	Netherlands
2002 HAULOTTE HA20PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307843&LP=MAT	A104902		6.000	13-6-2013 7:24:00	Netherlands
2001 HAULOTTE HA20PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307847&LP=MAT	AD102040		6.000	13-6-2013 7:24:00	Netherlands
2001 HAULOTTE HA20PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512799&LP=MAT	AD102100	5.013	5.500	30-9-2013 9:27:00	Netherlands
2000 HAULOTTE HA20PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822759&LP=MAT	AD100985	5.683	7.000	28-2-2014 7:48:00	Netherlands
2000 HAULOTTE HA20PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123671&LP=MAT	AD100875	5.433	6.500	21-3-2013 8:31:00	Netherlands
2000 HAULOTTE HA20PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512801&LP=MAT	AD101105	8.558	5.500	30-9-2013 9:27:00	Netherlands
1997 HAULOTTE HA20PX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512805&LP=MAT	7920255252	8.480	5.500	30-9-2013 9:27:00	Netherlands
2000 HAULOTTE HA21TX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10099945&LP=MAT	TD100296	1.394	6.500	4-7-2014 7:09:00	Netherlands
2000 HAULOTTE HA23TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123631&LP=MAT	2433	6.188	6.000	21-3-2013 8:27:00	Netherlands
1999 HAULOTTE HA25TPX	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822715&LP=MAT	99029271887	5.863	7.500	28-2-2014 7:46:00	Netherlands
2005 HAULOTTE HM10P	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824679&LP=MAT	ME102872	671	6.000	28-2-2014 8:42:00	Netherlands
2001 HAULOTTE HM10P	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9308029&LP=MAT	ME100690	701	2.750	13-6-2013 7:59:00	Netherlands
2000 HAULOTTE HM10P	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9517507&LP=MAT	30449	218	3.500	2-10-2013 4:56:00	Netherlands
2000 HAULOTTE HM10P	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101669&LP=MAT	ME100163	292	3.000	4-7-2014 7:31:00	Netherlands
2000 HAULOTTE HM10P	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101671&LP=MAT	M100222		3.000	4-7-2014 7:31:00	Netherlands
2000 HAULOTTE HM10P	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101675&LP=MAT	ME100218		3.000	4-7-2014 7:35:00	Netherlands
2000 HAULOTTE HM10P	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9308033&LP=MAT	3047		2.750	13-6-2013 7:59:00	Netherlands
2008 HAULOTTE OPTIMUM 8	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124247&LP=MAT	CE140499	109	6.500	21-3-2013 8:47:00	Netherlands
2007 HAULOTTE OPTIMUM 8	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124255&LP=MAT	CE127461	198	5.000	21-3-2013 8:47:00	Netherlands
2006 HAULOTTE OPTIMUM 8	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124259&LP=MAT	CE121725	466	5.000	21-3-2013 8:47:00	Netherlands
2006 HAULOTTE STAR 8	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824675&LP=MAT	ME104217		4.000	28-2-2014 8:42:00	Netherlands
2005 HAULOTTE STAR 10	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9517505&LP=MAT	ME102924		1.750	2-10-2013 4:56:00	Netherlands
2006 HAULOTTE STAR 10-1	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9308005&LP=MAT	ME103397		8.500	13-6-2013 7:59:00	Netherlands
1989 HAUSHERR HBM60	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9973479&LP=MAT	889	14.189	9.000	9-5-2014 2:31:00	Netherlands
2011 HELI CPYD50	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9504123&LP=MAT	230500U0032	460	8.000	2-10-2013 4:41:00	Netherlands
2008 HIMOINSA 150 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124069&LP=MAT	8104473	7.635	6.000	21-3-2013 8:27:00	Netherlands
1994 HITACHI EX15	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9976135&LP=MAT	1A801199	1.990	5.000	8-5-2014 9:33:00	Netherlands
1998 HITACHI EX30-2	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303503&LP=MAT	IAEP006021		5.500	13-6-2013 8:51:00	Netherlands
1997 HITACHI EX33U	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303501&LP=MAT	1BN00653		5.000	13-6-2013 8:51:00	Netherlands
HITACHI EX35	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9976121&LP=MAT	1B400648		8.500	8-5-2014 9:33:00	Netherlands
HITACHI UE30	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124353&LP=MAT	86100400	6.734	4.750	22-3-2013 2:23:00	Netherlands
HITACHI UE30	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124355&LP=MAT	861C04012	32.767	4.500	22-3-2013 2:23:00	Netherlands
1981 HITACHI UH121	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9967277&LP=MAT	1710712	9.856	7.000	8-5-2014 8:36:00	Netherlands
2006 HITACHI ZX16	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10266418&LP=MAT	HCE1LN00H00001926		5.000	25-9-2014 10:14:00	Netherlands
2003 HITACHI ZX16	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9308171&LP=MAT	HCE1LN00T00001008		6.500	13-6-2013 8:32:00	Netherlands
2007 HITACHI ZX17U-2CLR	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9503323&LP=MAT	HCM1MS00P00010356	2.390	8.000	26-9-2013 14:14:00	Netherlands
2004 HITACHI ZX18	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9308167&LP=MAT	HCE1LP00A00001059	4.356	8.000	13-6-2013 8:28:00	Netherlands
HITACHI ZX30	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10095889&LP=MAT	HCLADL00J00010112	4.393	7.500	3-7-2014 9:47:00	Netherlands
HITZINGER SCB436-4	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9498565&LP=MAT	61404	6.659	2.000	26-9-2013 14:26:00	Netherlands
2000 HOLLAND LIFT COMBISTAR B195DL25	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303511&LP=MAT	14520		6.000	13-6-2013 4:51:00	Netherlands
1999 HOLLAND LIFT MINISTAR Z45EL8	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9827067&LP=MAT	Z4503XXXX	284	1.750	3-3-2014 1:24:00	Netherlands
1999 HOLLAND LIFT MINISTAR Z45EL8	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9827069&LP=MAT	Z4S03XXXX	284	1.750	3-3-2014 1:27:00	Netherlands
1999 HOLLAND LIFT MINISTAR Z45EL8	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9827071&LP=MAT	Z4503XXXX1		1.750	3-3-2014 1:37:00	Netherlands
1999 HOLLAND LIFT MONOSTAR Q135EL18	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124163&LP=MAT	Q135033777		2.500	21-3-2013 8:43:00	Netherlands
1998 HOLLAND LIFT MONOSTAR Q135EL18	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303725&LP=MAT	X105093319		2.000	13-6-2013 5:19:00	Netherlands
2000 HOLLAND LIFT MONOSTAR Q135EL24	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124165&LP=MAT	Q135035126	1.317	2.500	21-3-2013 8:43:00	Netherlands
2001 HOLLAND LIFT MONOSTAR X105DL22	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303683&LP=MAT	X105505335	3.088	6.000	13-6-2013 5:18:00	Netherlands
2004 HOLLAND LIFT MONOSTAR X105EL12	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124185&LP=MAT	X105095607	561	3.500	21-3-2013 8:43:00	Netherlands
1999 HOLLAND LIFT MONOSTAR X105EL16	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9512837&LP=MAT	X105094097		1.500	30-9-2013 4:27:00	Netherlands
1998 HOLLAND LIFT MONOSTAR X105EL16	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303737&LP=MAT	X105093318		1.000	13-6-2013 5:19:00	Netherlands
2001 HOLLAND LIFT MONOSTAR Y64EL14	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9517441&LP=MAT	Y64115211		1.750	1-10-2013 1:51:00	Netherlands
2001 HOLLAND LIFT MONOSTAR Y64EL14	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9517445&LP=MAT	Y64115208		1.500	1-10-2013 1:52:00	Netherlands
2001 HOLLAND LIFT MONOSTAR Y64EL14	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9517447&LP=MAT	Y64115210		1.500	1-10-2013 1:52:00	Netherlands
2000 HOLLAND LIFT MONOSTAR Y64EL14	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9517451&LP=MAT	Y64114834		2.750	1-10-2013 1:53:00	Netherlands
2000 HOLLAND LIFT MONOSTAR Y64EL14	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9827075&LP=MAT			2.000	3-3-2014 1:40:00	Netherlands
2000 HOLLAND LIFT MONOSTAR Y64EL14	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9827077&LP=MAT			2.000	3-3-2014 1:41:00	Netherlands
2000 HOLLAND LIFT MONOSTAR Y64EL14	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9517437&LP=MAT	Y64114863		1.750	1-10-2013 1:50:00	Netherlands
2000 HOLLAND LIFT MONOSTAR Y64EL14	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9517453&LP=MAT	Y64114832		1.500	1-10-2013 1:54:00	Netherlands
2000 HOLLAND LIFT MONOSTAR Y64EL14	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9827079&LP=MAT			1.250	3-3-2014 1:43:00	Netherlands
1997 HOLLAND LIFT MONOSTAR Y83EL12	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9304175&LP=MAT	Y83103044		1.750	13-6-2013 5:48:00	Netherlands
1996 HOLLAND LIFT MONOSTAR Y83EL12	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9304197&LP=MAT	Y83102930		1.750	13-6-2013 5:48:00	Netherlands
2000 HOLLAND LIFT MONOSTAR Y83EL16	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9827073&LP=MAT	Y8311XXXX		2.000	3-3-2014 1:39:00	Netherlands
2005 HOLLAND LIFT Y64EL8	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10102599&LP=MAT	Y64125737		3.000	4-7-2014 8:25:00	Netherlands
2005 HOLLAND LIFT Y64EL8	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514097&LP=MAT	Y64125736		2.500	30-9-2013 8:15:00	Netherlands
2003 HOLLAND LIFT Y64EL8	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514103&LP=MAT	Y64125578	360	2.500	30-9-2013 8:16:00	Netherlands
2003 HOLLAND LIFT Y64EL8	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514107&LP=MAT	464125575		2.500	30-9-2013 8:16:00	Netherlands
2003 HOLLAND LIFT Y64EL8	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514131&LP=MAT	Y64125583	360	2.500	30-9-2013 8:21:00	Netherlands
