name_auction	link	serial_number	hours_used	sold_price	sold_date	country
1998 NEW HOLLAND LM410	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10262679&LP=MAT	041716388	10.983	9.000	25-9-2014 3:22:00	Netherlands
NEW HOLLAND LM430	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10262677&LP=MAT	203700041716593	12.952	9.000	25-9-2014 3:22:00	Netherlands
2000 NIFTY LIFT 90AC	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9308045&LP=MAT	0908281		3.250	13-6-2013 7:59:00	Netherlands
1998 NIFTY LIFT 90AC	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9308049&LP=MAT	0905414		2.750	13-6-2013 7:59:00	Netherlands
2007 NIFTY LIFT 120T	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101897&LP=MAT	0415643		7.500	4-7-2014 7:57:00	Netherlands
2007 NIFTY LIFT 120T	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101901&LP=MAT	0415641		7.500	4-7-2014 7:57:00	Netherlands
2007 NIFTY LIFT 120T	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101903&LP=MAT	0415642		7.500	4-7-2014 7:57:00	Netherlands
2007 NIFTY LIFT 150T	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101887&LP=MAT	0615630		8.500	4-7-2014 7:57:00	Netherlands
2007 NIFTY LIFT 150T	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101891&LP=MAT	0615631		8.500	4-7-2014 7:57:00	Netherlands
2007 NIFTY LIFT 150T	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101895&LP=MAT	0615633		8.500	4-7-2014 7:57:00	Netherlands
2001 NIFTY LIFT HR12NDE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9513075&LP=MAT	128714	901	5.500	30-9-2013 9:33:00	Netherlands
2001 NIFTY LIFT HR12NDE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9513109&LP=MAT	129080	1.034	5.500	30-9-2013 9:33:00	Netherlands
2000 NIFTY LIFT HR12NDE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307913&LP=MAT	127721		6.000	13-6-2013 7:27:00	Netherlands
2000 NIFTY LIFT HR12NDE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123793&LP=MAT	127717		6.000	21-3-2013 8:35:00	Netherlands
2000 NIFTY LIFT HR12NE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123859&LP=MAT	127760	1.080	5.500	21-3-2013 8:35:00	Netherlands
2000 NIFTY LIFT HR12NE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123861&LP=MAT	127526		5.500	21-3-2013 8:35:00	Netherlands
2000 NIFTY LIFT HR12NE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307979&LP=MAT	127608	802	4.250	13-6-2013 7:30:00	Netherlands
2000 NIFTY LIFT HR12NE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307983&LP=MAT	127605	1.299	4.250	13-6-2013 7:30:00	Netherlands
2000 NIFTY LIFT HR12NE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514137&LP=MAT	127529		4.000	30-9-2013 9:36:00	Netherlands
2000 NIFTY LIFT HR12NE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514155&LP=MAT	127752		4.000	30-9-2013 9:36:00	Netherlands
1998 NIFTY LIFT N120H	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123993&LP=MAT	016004		6.000	21-3-2013 8:39:00	Netherlands
2000 NIFTY LIFT NL120HPE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9311969&LP=MAT	017777		8.000	14-6-2013 8:25:00	Netherlands
1998 NIFTY LIFT NL120HPE	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9311975&LP=MAT	015388		7.000	14-6-2013 8:26:00	Netherlands
1990 NISSAN BF03A33V	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9510193&LP=MAT	001572		1.500	2-10-2013 4:49:00	Netherlands
1995 NISSAN EF02A30U	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9134211&LP=MAT	EGH02E002896	1.497	4.000	26-3-2013 2:51:00	Netherlands
NISSAN EH02A25	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9134221&LP=MAT	EH02920315	2.881	2.250	26-3-2013 2:56:00	Netherlands
NISSAN EH02A25U	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10267816&LP=MAT	002054	1.712	2.750	26-9-2014 8:57:00	Netherlands
1998 NISSAN FB15	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9978999&LP=MAT	E700970	7.253	1.500	9-5-2014 9:19:00	Netherlands
1998 NISSAN FB15	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9979001&LP=MAT	E700963		1.500	9-5-2014 9:19:00	Netherlands
2006 NISSAN YG1D2A32Q	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303675&LP=MAT	700334		5.000	14-6-2013 5:01:00	Netherlands
1993 O & K L6	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9494485&LP=MAT	12769913	14.528	5.500	26-9-2013 4:24:00	Netherlands
1995 O & K L6.4	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9494481&LP=MAT	277850	15.405	6.500	26-9-2013 4:16:00	Netherlands
1998 O & K L15	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303631&LP=MAT	290038		7.000	13-6-2013 4:13:00	Netherlands
1996 O & K L15	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9967673&LP=MAT	291077	12.323	7.000	8-5-2014 4:54:00	Netherlands
1992 O & K L15	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303639&LP=MAT	3824803	6.158	5.000	13-6-2013 4:13:00	Netherlands
1992 O & K L20	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303627&LP=MAT	292151	17.367	5.000	13-6-2013 4:27:00	Netherlands
1994 O & K L25	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303619&LP=MAT	294367	13.441	9.000	13-6-2013 4:11:00	Netherlands
1994 O & K MH CITY	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307889&LP=MAT	74590		5.000	13-6-2013 7:49:00	Netherlands
1996 O & K MH5 COMPACT	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9967431&LP=MAT	315749	12.930	8.000	8-5-2014 8:37:00	Netherlands
2011 O & K MH6	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9821133&LP=MAT	233210911		3.000	27-2-2014 9:39:00	Netherlands
1995 O & K RH1.1	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124357&LP=MAT	503573		3.000	22-3-2013 2:23:00	Netherlands
2003 O & K RH1.17	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124343&LP=MAT	258434	5.304	6.000	22-3-2013 2:23:00	Netherlands
1986 O & K RH5	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9120127&LP=MAT	38657	12.002	4.500	21-3-2013 11:14:00	Netherlands
O & K RH6	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307731&LP=MAT	80882		3.500	13-6-2013 7:34:00	Netherlands
1977 O & K V50	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9504253&LP=MAT	233542		1.250	2-10-2013 4:43:00	Netherlands
2006 OIL & STEEL OCTOPUSSY 1265	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123803&LP=MAT	163730609		8.500	21-3-2013 8:35:00	Netherlands
OLYMPIAN 110 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9974033&LP=MAT	OLY00000ARPS04776		4.000	9-5-2014 2:36:00	Netherlands
2000 OLYMPIAN GEH175	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10266768&LP=MAT	F00811001	12.922	5.750	26-9-2014 4:14:00	Netherlands
2005 OLYMPIAN GEH275	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9498521&LP=MAT	OLY0000HRNS03576	10.861	6.000	26-9-2013 14:22:00	Netherlands
2010 OLYMPIAN GEP13	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9309083&LP=MAT	OLY00000CD3E02645		3.500	13-6-2013 9:37:00	Netherlands
2007 OMG ERGOS 25D	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9819477&LP=MAT	24547		3.250	28-2-2014 7:16:00	Netherlands
2007 OMME 1050EZ	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824749&LP=MAT	5521		6.000	28-2-2014 8:51:00	Netherlands
2006 OMME 1050EZ	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101855&LP=MAT	5519BM		6.500	4-7-2014 7:44:00	Netherlands
2006 OMME 1050EZ	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101857&LP=MAT	5524BM		6.500	4-7-2014 7:44:00	Netherlands
2000 OMME 1650E	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9827171&LP=MAT	4009P	1.790	8.000	3-3-2014 4:51:00	Netherlands
1978 P & H RHR200	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9311173&LP=MAT	39161		5.000	14-6-2013 2:19:00	Netherlands
1978 P & H RHR200	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822359&LP=MAT	39161		1.750	28-2-2014 7:42:00	Netherlands
1993 PAUS RL551SL	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9991339&LP=MAT	55113113		3.750	15-5-2014 3:38:00	Netherlands
1998 PEL JOB EB261	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124339&LP=MAT	26351706	5.011	6.500	22-3-2013 2:23:00	Netherlands
1998 PEL JOB EB506	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9967497&LP=MAT	25614322		8.500	8-5-2014 8:41:00	Netherlands
1996 PEL JOB EL451	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9821377&LP=MAT	13262	4.266	4.000	27-2-2014 4:32:00	Netherlands
PERKINS 90 KW	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9973385&LP=MAT	6113289		5.000	9-5-2014 2:36:00	Netherlands
1996 PERLINI DP255AD	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303973&LP=MAT	304RA06D	19.947	4.000	13-6-2013 5:12:00	Netherlands
1992 PERLINI DP255F2	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9305439&LP=MAT	215RA04D	20.531	4.000	13-6-2013 5:12:00	Netherlands
1994 PETBOW 100 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123549&LP=MAT	565189	5.820	3.500	21-3-2013 8:27:00	Netherlands
1998 PETBOW 185 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9975547&LP=MAT	79663	7.021	5.500	9-5-2014 2:34:00	Netherlands
1995 PETBOW 185 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101663&LP=MAT	69888		3.000	3-7-2014 9:56:00	Netherlands
2000 POTAIN HD14C	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9308231&LP=MAT	14889		4.500	13-6-2013 9:10:00	Netherlands
1980 PPM 2001	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124427&LP=MAT	12532	7.723	4.000	21-3-2013 11:39:00	Netherlands
2007 PRAMAC GSW110	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9821259&LP=MAT		8.611	5.000	28-2-2014 3:41:00	Netherlands
2007 PRAMAC GSW145	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9821247&LP=MAT		4.481	5.000	28-2-2014 3:41:00	Netherlands
2007 PRAMAC GSW170	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9821291&LP=MAT			4.250	28-2-2014 3:41:00	Netherlands
2007 PRAMAC GSW220	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9821239&LP=MAT		8.462	7.000	28-2-2014 3:41:00	Netherlands
2001 PUTZMEISTER BSA1002	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9308543&LP=MAT	210100611	1.430	3.000	13-6-2013 10:12:00	Netherlands
1978 RUTHEMEYER RGW20	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9978153&LP=MAT	3626	2.260	5.000	9-5-2014 2:29:00	Netherlands
1974 RUTHEMEYER RGW20	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822451&LP=MAT		4.942	1.750	28-2-2014 3:57:00	Netherlands
1971 RUTHEMEYER RGW20	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9978155&LP=MAT	3262		3.250	9-5-2014 2:29:00	Netherlands
1991 SAKAI TS31	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9305135&LP=MAT	TTS210574	4.489	3.250	13-6-2013 6:23:00	Netherlands
1997 SAMSUNG SF30D	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9504187&LP=MAT	FA20DT71200027	11.367	2.500	2-10-2013 4:43:00	Netherlands
2007 SAMUK SF25D	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9131121&LP=MAT	070515478	2.011	3.000	25-3-2013 11:12:00	Netherlands
2006 SCHAEFF HR1.6	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9498329&LP=MAT	1600R1144		7.500	26-9-2013 14:20:00	Netherlands
2006 SCHAEFF HR2.0	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124075&LP=MAT	02000R0661	3.772	6.500	22-3-2013 2:22:00	Netherlands
2005 SCHAEFF HR2.0	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124067&LP=MAT	2000R0309	3.572	8.000	22-3-2013 2:22:00	Netherlands
2005 SCHAEFF HR2.0	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9498325&LP=MAT	2000R0362	3.975	7.500	26-9-2013 14:20:00	Netherlands
1992 SCHAEFF SKL831	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9967787&LP=MAT	8312291	5.215	5.500	8-5-2014 4:54:00	Netherlands
1996 SCHAEFF SKL861	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9967753&LP=MAT	160300		8.000	8-5-2014 4:54:00	Netherlands
1992 SCHAEFF SKL861	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9967757&LP=MAT	8610296	9.513	6.000	8-5-2014 4:54:00	Netherlands
SCHOPF T103	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10105545&LP=MAT	85089EMH		2.750	3-7-2014 9:11:00	Netherlands
2000 SDMO 300 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124027&LP=MAT	263923803	18.118	9.000	21-3-2013 8:27:00	Netherlands
1995 SDMO 350 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9308763&LP=MAT	72098A		9.000	13-6-2013 8:59:00	Netherlands
1990 SDMO 400 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101655&LP=MAT	1990		4.250	3-7-2014 9:56:00	Netherlands
2002 SDMO GS300L	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9503299&LP=MAT			4.500	26-9-2013 14:22:00	Netherlands
1996 SDMO MS100	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9821277&LP=MAT		8.535	4.500	28-2-2014 3:41:00	Netherlands
1996 SDMO MS100	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9498543&LP=MAT	SGK77497A1	13.376	3.250	26-9-2013 14:26:00	Netherlands
1996 SDMO MS180	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9498531&LP=MAT	GV75498A1	9.710	4.000	26-9-2013 14:22:00	Netherlands
2008 SDMO R66C2	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9973093&LP=MAT	R66C208010642		3.500	9-5-2014 2:36:00	Netherlands
1994 SENNEBOGEN SM20	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9967463&LP=MAT	52005204	16.711	6.500	8-5-2014 8:37:00	Netherlands
1996 SIMON BOXER 170D	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9823031&LP=MAT	13909	3.126	4.000	28-2-2014 8:21:00	Netherlands
1996 SIMON RTZ210	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824747&LP=MAT	2778		2.750	28-2-2014 8:51:00	Netherlands
1997 SIMON SP120E	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824663&LP=MAT	14020		3.000	28-2-2014 8:42:00	Netherlands
2004 SKY HIGH HP1200	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9517663&LP=MAT	YA9B9600400156000	2.142	4.500	2-10-2013 4:59:00	Netherlands
2003 SKY HIGH SKYMAN 70	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307875&LP=MAT	1711063		1.200	13-6-2013 6:22:00	Netherlands
2003 SKY HIGH SKYMAN 70	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307877&LP=MAT	1701062		1.200	13-6-2013 6:22:00	Netherlands
2003 SKY HIGH SKYMAN 70	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307881&LP=MAT	1781086		1.200	13-6-2013 6:22:00	Netherlands
2001 SKYJACK SJ3219	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9305103&LP=MAT	233259	355	1.750	13-6-2013 6:02:00	Netherlands
1999 SKYJACK SJ3220	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514585&LP=MAT	608126		1.000	30-9-2013 9:20:00	Netherlands
2004 SKYJACK SJ3226	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824565&LP=MAT	273083		3.750	28-2-2014 9:41:00	Netherlands
SKYJACK SJ4632	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824563&LP=MAT	70002036		4.500	28-2-2014 9:41:00	Netherlands
1999 SKYJACK SJ7027	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124307&LP=MAT	32603		2.750	21-3-2013 8:49:00	Netherlands
2000 SKYJACK SJ8831	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124169&LP=MAT	37090	554	3.000	21-3-2013 8:43:00	Netherlands
2000 SKYJACK SJ8841E	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124189&LP=MAT	42187	678	2.750	21-3-2013 8:43:00	Netherlands
1999 SKYJACK SJ8841E	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9513099&LP=MAT	41755	796	2.000	30-9-2013 5:12:00	Netherlands
2001 SKYJACK SJ8841F	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124053&LP=MAT	42184	3.072	5.000	21-3-2013 8:43:00	Netherlands
2000 SKYJACK SJ9250	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303515&LP=MAT		2.630	3.500	13-6-2013 4:51:00	Netherlands
2005 SKYJACK SJIII3219	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9305107&LP=MAT	253108		2.250	13-6-2013 6:02:00	Netherlands
2005 SKYJACK SJIII3219	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514591&LP=MAT	244684		1.750	30-9-2013 9:21:00	Netherlands
2005 SKYJACK SJIII3219	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9514595&LP=MAT	245215		1.750	30-9-2013 9:22:00	Netherlands
2002 SKYJACK SJIII4626	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824561&LP=MAT	708428	304	3.250	28-2-2014 9:41:00	Netherlands
2000 SKYJACK SJLB1232	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307919&LP=MAT	88310	1.124	5.000	13-6-2013 7:27:00	Netherlands
2009 STAMFORD 30 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101717&LP=MAT	91537		4.500	3-7-2014 9:56:00	Netherlands
STAMFORD 110 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9503321&LP=MAT	601391704	25.260	2.750	26-9-2013 14:26:00	Netherlands
2007 STAMFORD 120 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124079&LP=MAT	0206845		6.500	21-3-2013 8:27:00	Netherlands
STAMFORD 125 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101687&LP=MAT	0672010		1.500	3-7-2014 9:56:00	Netherlands
1997 STAMFORD 225 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9991371&LP=MAT	D45121		2.250	15-5-2014 4:30:00	Netherlands
2005 STAMFORD 325 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9498519&LP=MAT	200530308362		6.000	26-9-2013 14:21:00	Netherlands
2001 STAMFORD 1000 KVA	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9975533&LP=MAT	CO5986909		4.000	9-5-2014 2:34:00	Netherlands
STAMFORD C40B	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9123487&LP=MAT	37826		2.000	21-3-2013 8:27:00	Netherlands
2005 STAMFORD UC1224D	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10266922&LP=MAT	01985632		1.500	26-9-2014 4:20:00	Netherlands
1998 STEINBOCK BOSS H70	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9978959&LP=MAT	H00531	3.334	3.000	9-5-2014 9:06:00	Netherlands
2000 STILL R70/30T	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303985&LP=MAT	517070200840	3.898	2.500	14-6-2013 5:50:00	Netherlands
1999 STILL R70/45	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9978857&LP=MAT	517050002096	7.696	4.250	9-5-2014 8:37:00	Netherlands
2001 STILL R70/60	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9978843&LP=MAT	517087000221	5.378	6.500	9-5-2014 8:36:00	Netherlands
SUMITOMO HA31C2	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10101601&LP=MAT	5037	2.328	5.000	7-7-2014 3:31:00	Netherlands
2010 SUNWARD SWE08	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124379&LP=MAT	SWE0800233	17	7.500	21-3-2013 11:31:00	Netherlands
2010 SUNWARD SWE08	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9124381&LP=MAT	SWE0800229		7.500	21-3-2013 11:31:00	Netherlands
2011 SUNWARD SWE18	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303491&LP=MAT	SWE18UB00194		9.000	13-6-2013 8:51:00	Netherlands
2001 TAKEUCHI TB014	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9498355&LP=MAT	11400629	2.217	5.500	26-9-2013 14:20:00	Netherlands
2003 TAKEUCHI TB016	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9308209&LP=MAT	11605172		7.500	13-6-2013 8:39:00	Netherlands
2001 TAKEUCHI TB25FR	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9498351&LP=MAT	12820022	32.767	8.000	26-9-2013 14:20:00	Netherlands
2000 TAKEUCHI TB145	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9976081&LP=MAT	14510893	4.147	9.000	8-5-2014 9:32:00	Netherlands
2002 TAKEUCHI TL150	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9493665&LP=MAT	21500319	4.036	9.000	26-9-2013 4:01:00	Netherlands
TAMROCK 600A	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10266734&LP=MAT	906830		5.500	26-9-2014 4:11:00	Netherlands
TCM FCG15N5	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303997&LP=MAT	3321005	4.341	1.000	14-6-2013 6:00:00	Netherlands
TCM FD25	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10267588&LP=MAT	07112990	894	4.250	26-9-2014 8:54:00	Netherlands
1996 TCM FD25Z5T	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9978927&LP=MAT	B32TE66040	11.946	4.250	9-5-2014 8:56:00	Netherlands
1996 TCM FD25Z5T	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9978931&LP=MAT	B32TE66784	12.800	3.750	9-5-2014 8:58:00	Netherlands
1998 TCM FD30Z5T	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303869&LP=MAT	B32ME75154	13.148	5.500	14-6-2013 5:36:00	Netherlands
1991 TCM FD40Z6T	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9504149&LP=MAT	59606981		4.000	2-10-2013 4:43:00	Netherlands
1992 TCM FD45Z7	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303811&LP=MAT	28E10524		5.000	14-6-2013 5:59:00	Netherlands
1997 TCM FG18N18	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10099085&LP=MAT	16H02914	7.031	2.750	4-7-2014 7:00:00	Netherlands
1997 TCM FG30N5	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9978969&LP=MAT	31M71328	7.215	3.250	9-5-2014 9:08:00	Netherlands
1997 TCM FG30N5	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9821603&LP=MAT	31M71328	7.215	3.000	28-2-2014 7:20:00	Netherlands
TCM FHD30Z	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303891&LP=MAT	46500155	9.954	2.500	14-6-2013 5:50:00	Netherlands
2006 TCM FHG15T3	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10267700&LP=MAT	0B700315	7.286	3.750	26-9-2014 8:57:00	Netherlands
2000 TCM FHG25N5	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9821605&LP=MAT	33E11136	10.241	2.000	28-2-2014 7:20:00	Netherlands
2006 TCM FHG25T3	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9303799&LP=MAT	2E500223		2.750	14-6-2013 5:58:00	Netherlands
1995 TEREX 2566C	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=10263975&LP=MAT	A4731303	22.958	7.000	25-9-2014 7:32:00	Netherlands
2005 TEREX HR1.6	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9308193&LP=MAT	01600R0458		8.000	13-6-2013 8:39:00	Netherlands
2004 TEREX HR16	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822047&LP=MAT		5.945	9.000	27-2-2014 9:49:00	Netherlands
2002 TEREX SKL834	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9821321&LP=MAT			7.500	28-2-2014 3:41:00	Netherlands
1998 TEREX TA33E	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9824791&LP=MAT	15355		1.000	28-2-2014 8:56:00	Netherlands
1998 TEREX TA50	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9822999&LP=MAT	15388	1.962	3.500	28-2-2014 8:19:00	Netherlands
TEREX TA50	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9823009&LP=MAT	14360	3.845	3.500	28-2-2014 8:21:00	Netherlands
2002 TEREX TA50RT	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9513057&LP=MAT	16287		4.000	30-9-2013 9:33:00	Netherlands
2000 TEREX TA50RT	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9513067&LP=MAT	16411	1.285	4.500	30-9-2013 9:33:00	Netherlands
1998 TEREX TB85	http://www.marketbook.nl/listingsdetail/detail.aspx?OHID=9307769&LP=MAT	99660011	8.346	7.000	13-6-2013 6:34:00	Netherlands
